training_data_file:/Users/crescentonc/code/comp5331/datasets_preprocessed/rsc15-clicks_train_hyperparam.0.txt
test_data_file:/Users/crescentonc/code/comp5331/datasets_preprocessed/rsc15-clicks_test_hyperparam.0.txt
HPO,250,100,5,0.1053838283135132
HPO,750,50,3,0.10569029542376081
HPO,1000,1000,15,0.10335120217073672
HPO,1000,500,15,0.10428697563713771
HPO,2500,1500,100,0.10345005882936494
HPO,1000,100,1,0.09176250851629089
HPO,2500,100,2,0.10509641675315656
HPO,250,50,3,0.10504825653977552
HPO,2500,50,5,0.10553940041697155
HPO,2500,50,7,0.10517435065173486
HPO,750,50,100,0.10424961554609614
HPO,2500,500,5,0.10522330029686255
HPO,1000,50,1,0.09131720684317711
HPO,750,50,15,0.10473501333524568
HPO,250,50,100,0.10397011092806482
HPO,500,50,15,0.10459253281807858
HPO,750,500,15,0.10369447340555325
HPO,1000,1000,1,0.09228413904394857
HPO,750,100,1,0.0916515511313282
HPO,2500,500,3,0.10566156938205422
HPO,500,100,7,0.1051428928518711
HPO,1000,500,2,0.10439763046457319
HPO,1000,1000,100,0.10338839684627871
HPO,500,500,3,0.1049457803143286
HPO,1000,500,1,0.09226579561969557
HPO,1000,100,3,0.10574672581090361
HPO,1000,1000,3,0.10525188732711574
HPO,250,100,1,0.09214914413273755
HPO,2500,1000,2,0.10444304151443008
HPO,250,50,1,0.091091772238691
HPO,2500,1000,100,0.10346214453874734
HPO,750,50,2,0.10461660992227854
HPO,250,50,7,0.10454205277075708
HPO,750,100,15,0.10486116359887247
HPO,750,100,7,0.10544513162748423
HPO,2500,50,100,0.10459623110115211
HPO,100,50,3,0.103964683390721
HPO,1000,50,2,0.10332501793318247
HPO,500,100,5,0.10550631015374683
HPO,1000,500,100,0.10407117287856972
HPO,500,500,7,0.10379990665284536
HPO,2500,500,100,0.10423384792716302
HPO,500,100,15,0.10472344325512208
HPO,100,100,100,0.10129309029983187
HPO,750,100,100,0.10529654730320463
HPO,2500,50,2,0.1034299377515019
HPO,500,50,3,0.10522878634402393
HPO,1000,100,7,0.10557271520486622
HPO,2500,1000,5,0.10465429554706798
HPO,250,100,7,0.1046943993438604
HPO,2500,1000,15,0.10357244982171107
HPO,250,50,2,0.10372835868835142
HPO,1000,50,5,0.10533041021731426
HPO,2500,100,15,0.10516010323965531
HPO,1000,1000,5,0.10470397485529943
HPO,100,50,7,0.10283895061008386
HPO,250,100,15,0.10431855892283057
HPO,500,500,15,0.10316833827035887
HPO,100,100,2,0.10341710346432681
HPO,750,500,1,0.09212098349030948
HPO,1000,1000,7,0.10401724103460247
HPO,750,500,3,0.10552643561357353
HPO,1000,1000,2,0.10437873517525459
HPO,2500,1500,5,0.10463180048103109
HPO,2500,50,1,0.09132235627765946
HPO,750,100,3,0.10611129795498256
HPO,2500,50,15,0.10536304929348662
HPO,2500,500,1,0.09230779784392044
HPO,1000,500,3,0.10556908540303665
HPO,500,50,1,0.09119396652529466
HPO,250,100,3,0.10573618291631418
HPO,2500,1500,1,0.09225761451682447
HPO,500,100,1,0.09153391245741842
HPO,2500,100,3,0.1061425611015131
HPO,2500,1000,1,0.09230633913628782
HPO,2500,100,7,0.1058400256670202
HPO,1000,100,15,0.10506984949897269
HPO,250,100,100,0.10346386545401536
HPO,2500,100,5,0.10585912459608192
HPO,100,50,100,0.10160327407474323
HPO,500,500,2,0.10406006624534514
HPO,500,100,3,0.1060178573742159
HPO,2500,100,100,0.10480989615793124
HPO,250,100,2,0.10412967987500632
HPO,2500,1000,3,0.10531151940300149
HPO,1000,100,100,0.10467515037901252
HPO,500,50,2,0.10400696241828904
HPO,750,500,100,0.10378222280706521
HPO,1000,50,3,0.10552767120054764
HPO,1000,50,15,0.10490850392208587
HPO,500,100,100,0.10458483034142205
HPO,1000,50,7,0.10533183704390692
HPO,750,50,1,0.09150078405787922
HPO,750,50,7,0.10515265194139306

Best hyperparameter values found:
m_most_recent_sessions: 2500
neighborhood_size_k: 100
max_items_in_session: 3
 with Mrr@20:0.1061425611015131
